,name,industry,market_cap,employees,country,headquarters,address,sector,ceo,founded,founders,share_price,website,stock,area_served,revenue
1814,Pharmaron Beijing Co Ltd,Pharmaceuticals and Healthcare,$13.1B,"14,923",,China,"No. 6 Taihe Road, Beijing Economic And T, 100176",,,,,,www.pharmaron.cn,,,$1.2B
1815,Phillips 66 Partners LP,Energy and Utilities,,600,,United States of America,"2331 Citywest Boulevard, Houston, Texas, 77042",,,,,,www.phillips66.com,,,$1.2B
1816,Big 5 Sporting Goods Corp,Retailing,$207.5M,"7,800",,United States of America,"2525 E El Segundo Blvd, California, 90245-4632",,,,,,www.big5sportinggoods.com,,,$1.2B
1817,GoPro Inc,Technology and Communications,$854.5M,766,,United States of America,"3000 Clearview Way, San Mateo, California, 94402",,,,,,gopro.com,,,$1.2B
1818,PGT Innovations Inc,Construction,$1.2B,"5,300",,United States of America,"1070 Technology Dr, North Venice, Florida, 34275-3617",,,,,,pgtinnovations.com,,,$1.2B
1819,Red Robin Gourmet Burgers Inc,Leisure and Arts,$130.3M,"22,483",,United States of America,"10000 East Geddes Avenue, Suite 500, Englewood, Colorado, 80112",,,,,,www.redrobin.com,,,$1.2B
1820,Hrvatski Telekom dd,Technology and Communications,$2.0B,"4,962",,Croatia,"Radnicka Cesta 21, Zagreb, 10000",,,,,,www.t.ht.hr,,,$1.2B
1821,Nippon Koei Co Ltd,Construction,$403.4M,"6,163",,Japan,"5-4, Koji-Machi, Chiyoda-Ku, Tokyo, 102-8539",,,,,,www.n-koei.co.jp,,,$1.2B
1822,Methode Electronics Inc,Technology and Communications,$1.7B,"7,000",,United States of America,"8750 West Bryn Mawr Avenue, Suite 1000, Chicago, Illinois, 60631",,,,,,www.methode.com,,,$1.2B
1823,Parkson Holdings Bhd,Retailing,$37.2M,287,,Malaysia,"Level 14, Lion Office Tower, No. 1 Jalan Nagasari, Kuala Lumpur, 50200",,,,,,www.lion.com.my/WebCorp/phb.nsf/corp_profile,,,$1.2B
1824,Champion Iron Ltd,Metals and Mining,$2.7B,,,Australia,"91 Evans St, Rozelle, Sydney, New South Wales, 2039",,,,,,www.championiron.com,,,$1.2B
1825,ITEQ Corp,Technology and Communications,$890.2M,"3,660",,Taiwan,"No.17, Daluge Road, Neili Li, Sinpu, 305",,,,,,www.iteq.com.tw,,,$1.2B
1826,DeNA Co Ltd,Technology and Communications,$1.8B,"2,194",,Japan,"Shibuya Scramble Square, 2-24-12, Shibuya, Shibuya-Ku, Tokyo, 150-6140",,,,,,https://dena.com/intl/,,,$1.2B
1827,Regency Centers Corp,Construction,$11.0B,432,,United States of America,"Suite 114, One Independent Drive, Jacksonville, Florida, 32202",,,,,,www.regencycenters.com,,,$1.2B
1828,Wilson Bayly Holmes-Ovcon Ltd,Construction,$337.6M,"1,788",,South Africa,"53 Andries Street, Wynberg, Sandton, 2090",,,,,,www.wbho.co.za,,,$1.2B
1829,Tongcheng Travel Holdings Ltd,Leisure and Arts,$5.4B,"5,284",,China,"Tongcheng Mansion, Mo. 188 Yuxin Road, Industrial Park, Suzhou, Jiangsu",,,,,,www.tongchengir.com,,,$1.2B
1830,RATCH Group PCL,Power,$2.9B,215,,Thailand,"72 Ngam Wong Wan Road Bangkhen, Nonthaburi City, 11000",,,,,,www.ratch.co.th,,,$1.2B
1831,NETGEAR Inc,Technology and Communications,$577.4M,771,,United States of America,"350 E Plumeria Dr, San Jose, California, 95134-1911",,,,,,www.netgear.com,,,$1.2B
1832,PT Bank BTPN Tbk,Financial Services,$1.3B,"19,567",,Indonesia,"Menara Btpn, Cbd Mega Lantai 29, Jl. Dr. Ide Anak Agu, Jakarta, 12950",,,,,,www.btpn.com,,,$1.2B
1833,Kwang Dong Pharmaceutical Co Ltd,Pharmaceuticals and Healthcare,$249.5M,888,,South Korea,"Gasan Bldg., 85, Seochojungang-Ro, Seocho-Gu, Seoul, 06650",,,,,,eng.ekdp.com,,,$1.2B
1834,Citic Heavy Industries Co Ltd,Industrial Goods and Machinery,$2.3B,"7,183",,China,"No. 206 Jianshe Road, Jianxi District, Luoyang, Henan, 471039",,,,,,www.citic-hic.com,,,$1.2B
1835,Ultra Electronics Holdings Plc,Aerospace and Defense,,"4,531",,United Kingdom,"35 Portman Square, Marylebone, London, W1H6LR",,,,,,www.ultra.group,,,$1.2B
1836,Iluka Resources Ltd,Metals and Mining,$3.1B,"3,252",,Australia,"L 14 240 St Georges Terrace, Perth, 6000",,,,,,www.iluka.com,,,$1.2B
1837,PPB Group Bhd,Consumer Packaged Goods,$5.8B,"4,034",,Malaysia,"12th Floor, Ubn Tower, No. 10 Jalan P Ramlee, Kuala Lumpur, 50250",,,,,,www.ppbgroup.com,,,$1.2B
1838,Reliance Worldwide Corporation Ltd,Construction,$1.9B,"2,257",,Australia,"Level 26, 140 William Street, Melbourne, Victoria, 3000",,,,,,www.rwc.com,,,$1.2B
1839,PT PP (Persero) Tbk,Construction,$251.5M,"1,765",,Indonesia,"Plaza Pp - Wisma Subiyanto, Jl. Letjend. Tb. Simatupang No. 57, Pasar Rebo, Jakarta, 13760",,,,,,www.ptpp.co.id,,,$1.2B
1840,Chong Kun Dang Pharmaceutical Corporation,Pharmaceuticals and Healthcare,$840.0M,"1,904",,South Korea,"8, Chungjeong-Ro, Seodaemun-Gu, Seoul, 03742",,,,,,www.ckdpharm.com,,,$1.2B
1841,Alkermes Plc,Pharmaceuticals and Healthcare,$4.5B,"2,211",,Ireland,"Connaught Hse, 1 Burlington Road, Dublin, 00000",,,,,,www.alkermes.com,,,$1.2B
1842,Formosa Taffeta Co Ltd,Textiles,$1.5B,"7,448",,Taiwan,"No.317, Shulion Road, Lioujhong Li, Douliou, 640",,,,,,www.ftc.com.tw,,,$1.2B
1843,Investimentos Participacoes e Gestao SA,Consumer Packaged Goods,$26.7M,"1,402",,Portugal,"Rua Braamcamp 40, 9 Dto., Lisboa, 1250-050",,,,,,www.inapa.pt,,,$1.2B
1844,Aiful Corp,Financial Services,$1.4B,"2,116",,Japan,"381-1, Takasago-Cho, Gojo-Agaru, Karasuma-Dori, Shimogyo-Ku, Kyoto-Shi, 600-8420",,,,,,www.aiful.co.jp,,,$1.2B
1845,Nissin Electric Co Ltd,Alternative Energy,$1.1B,"5,382",,Japan,"47, Umezu Takaze-Cho, Ukyo-Ku, Kyoto-Shi, 615-8686",,,,,,nissin.jp,,,$1.2B
1846,Fukuda Denshi Co Ltd,Medical Equipment,$1.5B,"3,348",,Japan,"2-35-8, Hongo, Bunkyo-Ku, Tokyo, 113-8420",,,,,,www.fukuda.co.jp,,,$1.2B
1847,Starwood Property Trust Inc,Financial Services,$6.2B,277,,United States of America,"591 W Putnam Ave, Greenwich, Connecticut, 06830-6005",,,,,,www.starwoodpropertytrust.com,,,$1.2B
1848,Adbri Ltd,Construction,$841.3M,"1,500",,Australia,"Level 1, 157 Grenfell Street, Adelaide, South Australia, 5000",,,,,,adbri.com.au,,,$1.2B
1849,Cameco Corp,Metals and Mining,$11.1B,"2,095",,Canada,"2121 11th St W, Saskatoon, Saskatchewan, S7M1J3",,,,,,www.cameco.com,,,$1.2B
1850,Kurabo Industries Ltd,Consumer Packaged Goods,$331.4M,"4,164",,Japan,"2-4-31, Kyutaro-Machi, Chuo-Ku, Osaka-Shi, 541-8581",,,,,,www.kurabo.co.jp,,,$1.2B
1851,RLI Corp,Financial Services,$6.2B,890,,United States of America,"9025 N Lindbergh Dr, Peoria, Illinois, 61615-1499",,,,,,www.rlicorp.com,,,$1.2B
1852,Utz Brands Inc,Consumer Packaged Goods,$2.3B,"3,469",,United States of America,"900 High Street, Hanover, Pennsylvania, 17331",,,,,,www.utzsnacks.com,,,$1.2B
1853,Gentera SAB de CV,Financial Services,$1.8B,"20,817",,Mexico,"Insurgentes Sur No. 1458, Piso 11, Col. Actipan, Benito Juarez, Quintana Roo, 03230",,,,,,www.gentera.com.mx,,,$1.2B
1854,Sonda SA,Technology and Communications,$402.5M,"13,428",,Chile,"Teatinos 500, Santiago",,,,,,www.sonda.com/es,,,$1.2B
1855,Omron Healthcare Co Ltd,Medical Equipment,,"4,095",,Japan,"53, Kunotsubo, Terado-cho, Muko, Kyoto, 617-0002",,,,,,www.healthcare.omron.co.jp,,,$1.2B
1856,OSI Systems Inc,Technology and Communications,$1.5B,"6,298",,United States of America,"12525 Chadron Ave, Hawthorne, California, 90250",,,,,,www.osi-systems.com,,,$1.2B
1857,Zumiez Inc,Retailing,$459.4M,"2,500",,United States of America,"4001 204th St Sw, Lynnwood, Washington, 98036",,,,,,www.zumiez.com,,,$1.2B
1858,Gamuda Berhad,Construction,$2.4B,"3,615",,Malaysia,"Menara Gamuda, Block D, Pj Trade Centre, No. 8, Jalan Pju 8/8a, Bandar Damansara Perdana, Petaling  Jaya, 47820",,,,,,www.gamuda.com.my,,,$1.2B
1859,Doha Bank QSC,Financial Services,$1.6B,677,,Qatar,"Doha Bank Tower, Corniche Street, West Bay Area, P.O.Box 3818",,,,,,dohabank.qa,,,$1.2B
1860,Bristow Group Inc,Transport and Logistics,$794.8M,"2,916",,United States of America,"3151 Briarpark Drive, Suite 700, Houston, Texas, 77042",,,,,,www.bristowgroup.com,,,$1.2B
1861,Shanghai Jahwa United Co Ltd,Consumer Packaged Goods,$3.1B,"5,525",,China,"No. 527, Baoding Road, Shanghai, 200080",,,,,,www.jahwa.com.cn,,,$1.2B
1862,MGIC Investment Corp,Financial Services,$4.0B,711,,United States of America,"250 E Kilbourn Ave, Milwaukee, Wisconsin, 53202-3102",,,,,,www.mgic.com,,,$1.2B
1863,BIMB Holdings Bhd,Financial Services,,"5,700",,Malaysia,"Level 32, Menara Bank Islam, 22, Jalan Perak, Kuala Lumpur, 50450",,,,,,www.bimbholdings.com,,,$1.2B
1864,USANA Health Sciences Inc,Consumer Packaged Goods,$1.1B,"1,978",,United States of America,"3838 West Parkway Boulevard, Salt Lake City, Utah, 84120",,,,,,www.usana.com,,,$1.2B
1865,Tokyo Seimitsu Co Ltd,Technology and Communications,$1.5B,"2,354",,Japan,"2968-2, Ishikawa-Machi, Hachioji-Shi, Tokyo, 192-8515",,,,,,www.accretech.jp,,,$1.2B
1866,Berger Paints India Ltd,Chemicals,$6.8B,"3,931",,India,"Berger House, 129 Part Street, Kolkata, 700017",,,,,,www.bergerpaints.com,,,$1.2B
1867,Envestnet Inc,Financial Services,$3.6B,"4,375",,United States of America,"1000 Chesterbrook Boulevard, Suite 250, Berwyn, Pennsylvania, 19312",,,,,,www.envestnet.com,,,$1.2B
1868,Bank OZK,Financial Services,$5.2B,"2,542",,United States of America,"18000 Cantrell Road, Little Rock, Arkansas, 72223",,,,,,www.ozk.com/personal,,,$1.2B
1869,Prosperity Bancshares Inc,Financial Services,$6.7B,"3,704",,United States of America,"N/A, 4295 San Felipe, Houston, Texas, 77027",,,,,,www.prosperitybankusa.com,,,$1.2B
1870,Farglory Land Development Co Ltd,Construction,$1.5B,330,,Taiwan,"29f, No.1, Songgao Road, Xinyi District., Taipei, 110",,,,,,www.farglory-land.com.tw,,,$1.2B
1871,Iyo Bank Ltd,Financial Services,$1.7B,"3,075",,Japan,"1, Minami Horibata-Cho, Matsuyama-Shi, Ehima, 790-8514",,,,,,www.iyogin-hd.co.jp,,,$1.2B
1872,Covivio,Construction,$6.3B,997,,France,"18 Avenue Francois Mitterrand, Metz, 57000",,,,,,www.covivio.eu,,,$1.2B
1873,Tianqi Lithium Corp,Metals and Mining,$20.5B,"1,773",,China,"No. 10, Gaopeng East Road, Chengdu, Sichuan, 610041",,,,,,www.tianqilithium.com,,,$1.2B
1874,Regional Container Lines Public Company Limited,Transport and Logistics,$797.6M,742,,Thailand,"Floor 30, Panchathani Tower, 127/35 Ratchadaphisek Road, Chongnonsi, Yannawa, Bangkok, 10120",,,,,,www.rclgroup.com,,,$1.2B
1875,Tianjin Chase Sun Pharmaceutical Co Ltd,Pharmaceuticals and Healthcare,$2.6B,"6,120",,China,"Tianjin New Technology Industrial Park, Wuqing Development Zone,Hi-Tech Zone, 301700",,,,,,www.chasesun.cn,,,$1.2B
1876,Daan Gene Co Ltd,Medical Equipment,$3.3B,"2,713",,China,"Science Park, No.19 Xiangshan Road, High &Amp; New Tchnlgy Dvlpmnt Dist, Guangzhou, Guangdong, 510665",,,,,,en.daangene.com,,,$1.2B
1877,Gansu Qilianshan Cement Group Co Ltd,Construction,$1.1B,"4,486",,China,"Qilianshan Mansion, Lanzhou, Gansu, 730030",,,,,,www.qlssn.com,,,$1.2B
1878,Fisher & Paykel Healthcare Corporation Ltd,Medical Equipment,$9.1B,"7,375",,New Zealand,"15 Maurice Paykel Place, East Tamaki, Auckland, 1061",,,,,,www.fphcare.com,,,$1.2B
1879,Virgin Atlantic Ltd,Transport and Logistics,,"6,733",,United Kingdom,"The VHQ, Fleming Way, Crawley, West Sussex, RH109DF",,,,,,www.virginatlantic.com,,,$1.2B
1880,SGL Carbon SE,Chemicals,$1.1B,"4,695",,Germany,"Soehnleinstrasse 8, Wiesbaden, 65201",,,,,,www.sglcarbon.com,,,$1.2B
1881,Stagecoach Group Plc,Transport and Logistics,,"24,000",,United Kingdom,"10 Dunkeld Road, Perth, Scotland, PH15TW",,,,,,www.stagecoachgroup.com,,,$1.2B
1882,Calavo Growers Inc,Consumer Packaged Goods,$561.2M,"3,676",,United States of America,"1141a Cummings Road, Santa Paula, California, 93060",,,,,,calavo.com,,,$1.2B
1883,PAL Holdings Inc,Transport and Logistics,$1.3B,"4,432",,Philippines,"8th Floor, PNB Financial Center, President Diosdado Macapagal Ave, CCP Complex, Metro Manila, Pasay, Rizal, 1300",,,,,,phi.com.ph,,,$1.2B
1884,KCC Engineering & Construction Co Ltd,Construction,$119.3M,"1,145",,South Korea,"587, Gangnam-Daero, Seocho-Gu, Seoul, 06526",,,,,,www.kccworld.net,,,$1.2B
1885,Aritzia Inc,Retailing,$3.8B,"6,569",,Canada,"Suite 118, 611 Alexander St., Vancouver, British Columbia, V6A1E1",,,,,,aritzia.com,,,$1.2B
1886,Newland Digital Technology Co Ltd,Technology and Communications,$2.1B,"6,615",,China,"Newland Science & Technology Park, No.1 Rujiang West Road, Mawei District, Fuzhou, Fujian, 350015",,,,,,dt.newland.com.cn,,,$1.2B
1887,Takuma Co Ltd,Industrial Goods and Machinery,$790.9M,"4,145",,Japan,"2-2-33, Kinrakuji-Cho, Amagasaki-Shi, Hyogo, 660-0806",,,,,,www.takuma.co.jp,,,$1.2B
1888,Guangdong Tapai Group Co Ltd,Construction,$1.3B,"2,685",,China,"Tapai Mansion, Jiaocheng Town, Jiaoling County, Meizhou, Guangdong, 514199",,,,,,www.tapai.com,,,$1.2B
1889,Grupa Kety SA,Metals and Mining,$1.1B,"5,572",,Poland,"Ul. Kosciuszki 111, Kety, 32-650",,,,,,www.grupakety.com,,,$1.2B
1890,Unipro,Power,$1.3B,"4,607",,Russia,"Presnenskaya Naberezhnaya, D.10, Blok B, 23 Etazh, Moscow, 123112",,,,,,www.unipro.energy,,,$1.2B
1891,The Trade Desk Inc,Technology and Communications,$22.4B,"1,967",,United States of America,"42 N Chestnut St, Ventura, California, 93001-2662",,,,,,thetradedesk.com,,,$1.2B
1892,Otter Tail Corp,Power,$2.5B,"2,487",,United States of America,"215 S Cascade St, Fergus Falls, Minnesota, 56537-2801",,,,,,www.ottertail.com,,,$1.2B
1893,Allianz Malaysia Berhad,Financial Services,$603.2M,"1,907",,Malaysia,"Level 29, Menara Allianz Sentral 203, Jalan Tun Sambanthan, Kuala Lumpur Sentral, Kuala Lumpur (Federal Territory of), 50470",,,,,,www.allianz.com.my,,,$1.2B
1894,Trex Company Inc,Construction,$5.6B,"2,074",,United States of America,"160 Exeter Dr, Winchester, Virginia, 22603-8605",,,,,,www.trex.com,,,$1.2B
1895,Aozora Bank Ltd,Financial Services,$2.5B,"2,448",,Japan,"6-1-1, Koji-Machi, Chiyoda-Ku, Tokyo, 102-8660",,,,,,www.aozorabank.co.jp,,,$1.2B
1896,Seegene Inc,Medical Equipment,$1.1B,215,,South Korea,"Taewon Bldg., 91, Ogeum-Ro, Songpa-Gu, Seoul, 05548",,,,,,www.seegene.com,,,$1.2B
1897,Mabuchi Motor Co Ltd,Technology and Communications,$1.9B,"20,894",,Japan,"430, Matsuhidai, Matsudo-Shi, Chubu , 270-2280",,,,,,www.mabuchi-motor.co.jp,,,$1.2B
1898,Beijing Sanyuan Foods Co Ltd,Consumer Packaged Goods,$1.1B,"6,135",,China,"No. 8, Yingchang Street, Yinghai, Daxing District, Beijing, 100163",,,,,,www.sanyuan.com.cn,,,$1.2B
1899,Fluence Energy Inc,Clean Technology,$3.8B,450,,United States of America,"4601 Fairfax Drive, Suite 600, Arlington, Virginia, 22203",,,,,,fluenceenergy.com,,,$1.2B
1900,CMC Materials Inc,Technology and Communications,,"2,200",,United States of America,"870 N Commons Dr, Aurora, Illinois, 60504-7963",,,,,,www.cmcmaterials.com/company/who-we-are/default.as,,,$1.2B
1901,Wheaton Precious Metals Corp,Metals and Mining,$19.9B,44,,Canada,"Suite 3500 - 1021 West Hastings Street, Vancouver, British Columbia, V6E0C3",,,,,,www.wheatonpm.com,,,$1.2B
1902,Etihad Aviation Group PJSC,Transport and Logistics,,"13,857",,United Arab Emirates,"PO Box 35566, New Airport Road, Khalifa City, Abu Dhabi, 35566",,,,,,www.etihadaviationgroup.com,,,$1.2B
1903,BA Glass Group,Paper and Packaging,,"3,990",,Netherlands,"Basisweg 10, Amsterdam, Noord-Holland, 1043AP",,,,,,www.baglass.com,,,$1.2B
1904,Pegasus Hava Tasimaciligi AS,Transport and Logistics,$2.8B,"6,433",,Turkey,"Aeropark, Yenisehir Mah., Osmanli Bulvari No:11, Kurtkoy Pendik, Istanbul, 34912",,,,,,www.flypgs.com,,,$1.2B
1905,Bank AlJazira,Financial Services,$4.1B,"3,177",,Saudi Arabia,"7724 King Abdulaziz Road, Al-Shatea District, P.O.Box 6277, Jeddah, 23513-355",,,,,,www.bankaljazira.com/ar-sa,,,$1.2B
1906,Advanced Metallurgical Group NV,Metals and Mining,$1.2B,"3,300",,Netherlands,"Wtc Amsterdam Toren C, Fl 13th, Strawinskylaan 1343, 1077XX",,,,,,www.amg-nv.com,,,$1.2B
1907,Tonami Holdings Co Ltd,Transport and Logistics,$269.7M,"6,742",,Japan,"3-2-12, Showa-Machi, Takaoka-Shi, Toyama, 933-8788",,,,,,www.tonamiholdings.co.jp,,,$1.2B
1908,CyrusOne Inc,Technology and Communications,,456,,United States of America,"Suite 2200, 2850 North Harwood Street, Dallas, Texas, 75201",,,,,,www.cyrusone.com/,,,$1.2B
1909,Siegfried Holding AG,Pharmaceuticals and Healthcare,$3.1B,"3,511",,Switzerland,"Untere Bruehlstrasse 4, Zofingen, 4800",,,,,,siegfried.ch,,,$1.2B
1910,Akebono Brake Industry Co Ltd,Automotive,$157.1M,"5,826",,Japan,"19-5, Nihombashi Koami-Cho, Chuo-Ku, Tokyo, 103-8534",,,,,,www.akebono-brake.com,,,$1.2B
1911,KEPCO Plant Service & Engineering Co Ltd,Power,$1.2B,"5,853",,South Korea,"211, Munhwa-Ro, Naju, 58326",,,,,,www.kps.co.kr,,,$1.2B
1912,Monolithic Power Systems Inc,Technology and Communications,$18.7B,"2,093",,United States of America,"5808 Lake Washington Blvd Ne, Kirkland, 98033-7350",,,,,,www.monolithicpower.com,,,$1.2B
1913,Japan Exchange Group Inc,Financial Services,$8.0B,"1,193",,Japan,"2-1, Nihombashi Kabuto-Cho, Chuo-Ku, Tokyo, 103-8224",,,,,,www.jpx.co.jp,,,$1.2B
1914,Alto Ingredients Inc,Ingredients,$228.5M,415,,United States of America,"1300 South Second Street, Pekin, Illinois, 61554",,,,,,www.altoingredients.com,,,$1.2B
1915,COSCO Shipping Ports Ltd,Transport and Logistics,$2.9B,"3,314",,Hong Kong,"49th Floor, Cosco Tower, 183 Queen's Road Central, Hong Kong",,,,,,ports.coscoshipping.com,,,$1.2B
1916,BNY Mellon Wealth Management,Financial Services,,,,United States of America,"200 Park Avenue, New York, 10166",,,,,,www.bnymellonwealth.com,,,$1.2B
1917,King Yuan Electronics Co Ltd,Technology and Communications,$1.5B,"5,256",,Taiwan,"No. 81, Section.2, Gongdaowu Road, Hsin-Chu 300, Hsinchu, Taipei , 300",,,,,,www.kyec.com.tw,,,$1.2B
1918,Curaleaf Holdings Inc,Agriculture and Forestry,$2.6B,"5,138",,Canada,"666 Burrard Street, Suite 1700, Vancouver, British Columbia, V6C2X8",,,,,,ir.curaleaf.com,,,$1.2B
1919,MGM China Holdings Ltd,Leisure and Arts,$5.0B,"9,851",,Macau,"Avenida Dr.Sun Yat Sen, Nape",,,,,,cn.mgmchinaholdings.com,,,$1.2B
1920,Truworths International Ltd,Retailing,$1.5B,"9,589",,South Africa,"1 Mostert Street, Cbd, Cape Town, 8001",,,,,,www.truworths.co.za/legal?page=manual,,,$1.2B
1921,Thule Group AB,Leisure and Arts,$2.6B,"3,284",,Sweden,"Fosievagen 13, Malmo, 21431",,,,,,www.thulegroup.com,,,$1.2B
1922,Pegasystems Inc,Technology and Communications,$2.9B,"6,133",,United States of America,"One Main Street, Cambridge, Massachusetts, 02142",,,,,,www.pega.com,,,$1.2B
1923,Atlantica Sustainable Infrastructure plc,Alternative Energy,$3.1B,655,,United Kingdom,"17th Fl, G W 1 Great West House, Great West Road, Brentford, TW89DF",,,,,,www.atlantica.com,,,$1.2B
1924,America's Car-Mart Inc,Automotive,$480.8M,"2,100",,United States of America,"802 Se Plaza Ave Ste 200, Bentonville, Arkansas, 72712-3220",,,,,,www.car-mart.com,,,$1.2B
1925,GDS Holdings Ltd,Technology and Communications,$4.5B,"1,878",,China,"F4/F5, Building C, Sunland International, No. 999 Zhouhai Road,Pudong District, Shanghai, 200137",,,,,,www.gds-services.com,,,$1.2B
1926,"WW International, Inc.",Business and Consumer Services,$294.8M,"7,700",,United States of America,"675 Avenue Of The Americas Fl 6, New York, 10010-5117",,,,,,www.weightwatchers.com/us,,,$1.2B
1927,Federal Signal Corp,Industrial Goods and Machinery,$3.0B,"3,900",,United States of America,"1415 W 22nd St Ste 1100, Oak Brook, Illinois, 60523",,,,,,www.federalsignal.com,,,$1.2B
1928,Divi's Laboratories Ltd,Pharmaceuticals and Healthcare,$11.0B,"16,543",,India,"1-72/23(P)/Divis/303, , Divi Towers, Cyber Hills, Gachibowli, Hyderabad, 500032",,,,,,www.divislabs.com,,,$1.2B
1929,Malibu Boats Inc,Leisure and Arts,$1.1B,"3,015",,United States of America,"5075 Kimberly Way, Loudon, Tennessee, 37774",,,,,,investors.malibuboats.com/investor-relations/defau,,,$1.2B
1930,Ameresco Inc,Alternative Energy,$3.2B,"1,272",,United States of America,"111 Speen St, Framingham, Massachusetts, 01701-2000",,,,,,www.ameresco.com,,,$1.2B
1931,Burgan Bank SAK,Financial Services,$2.5B,"3,700",,Kuwait,"Burgan Tower, Abdulla Al-Ahmad Street,  Safat, P.O. Box 5389, Kuwait City, 12170",,,,,,www.burgan.com,,,$1.2B
1932,Gaming & Leisure Properties Inc,Construction,$13.3B,17,,United States of America,"845 Berkshire Blvd, Suite 200, Wyomissing, Pennsylvania, 19610",,,,,,www.glpropinc.com,,,$1.2B
1933,Indiabulls Housing Finance Ltd,Financial Services,$776.5M,"4,603",,India,"Indiabulls House, 448-451,Udyog Vihar, Phase-V, Gurugram, Haryana, 122016",,,,,,www.indiabullshomeloans.com,,,$1.2B
1934,Vietnam Airlines JSC,Transport and Logistics,$1.4B,"18,250",,Vietnam,"So 200 Nguyen Son, Phuong Bo De, Quan Long Bien, Hanoi, Ha Noi",,,,,,www.vietnamairlines.com,,,$1.2B
1935,Audacy Inc,Media,$39.5M,"3,586",,United States of America,"2400 Market Street, 4th Floor, Philadelphia, Pennsylvania, 19103",,,,,,audacyinc.com,,,$1.2B
1936,Snowflake Inc,Technology and Communications,$45.1B,"3,992",,United States of America,"106 East Babcock Street, Suite 3a, Bozeman, Montana, 59715",,,,,,www.snowflake.com,,,$1.2B
1937,Sinolink Securities Co Ltd,Financial Services,$5.5B,"4,454",,China,"16f, Chengzheng Mansion, No. 95, Dongchenggenshang Street, Qingyang District, Chengdu, Sichuan, 610015",,,,,,www.gjzq.com.cn,,,$1.2B
1938,Baytex Energy Corp,Energy and Utilities,$2.4B,208,,Canada,"2800-520 3 Ave Sw, 2800, 520 3rd Ave Sw, Calgary, Alberta, T2P0R3",,,,,,www.baytex.ab.ca,,,$1.2B
1939,SPX Technologies Inc,Industrial Goods and Machinery,$3.2B,"3,100",,United States of America,"6325 Ardrey Kell Road, Suite 400, Charlotte, North Carolina, 28277",,,,,,www.spx.com,,,$1.2B
1940,CITIC Telecom International Holdings Ltd,Technology and Communications,$1.3B,"2,492",,Hong Kong,"8th Floor And 9th Floor, Citic Tower, 1 Tim Mei Avenue, Central, Hong Kong",,,,,,www.citictel.com,,,$1.2B
